,100,500,1000,2000,5000,10000,50000,100000
naive,0.001022,0.0049306,0.010123,0.021056,0.0587912,0.138662,1.44268,4.75996
chain,0.00104,0.004848,0.0097254,0.0195527,0.0480607,0.0966932,0.485047,0.942607
lp,0.0010377,0.0051689,0.0109177,0.0238813,0.0755122,0.205054,2.9964,10.9611
cuckoo,0.001042,0.0048478,0.0097184,0.0195136,0.048656,0.0973983,n/a,n/a
